compound_fraction_number,plate_id,section_id,site,modality_name,col,cell_name,timepoint_id,modality_target,tp_time,plate_name,row,id,cell_code,stack_name,annotation,category,phenotype,uri
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,3,NileRed,3,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Lipids,,PolyoxB-Caspo,H,974b0026-c907-4e3f-a0b8-d30f96bf0e3b,BOTRCI,WGA_NileRed_CFW,0,Lipid,LDdroplets,file:///images/974b0026-c907-4e3f-a0b8-d30f96bf0e3b.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,2,WGA,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,C,6dcd4dc4-7a01-4c73-825a-c6f121178423,BOTRCI,NileRed_WGA_CFW,0,Apical cell wall,ACWext,file:///images/6dcd4dc4-7a01-4c73-825a-c6f121178423.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,1,BrightField,2,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,G,5bbc079c-6e91-4ad8-9fe5-a2dd2ba11cba,BOTRCI,NileRed_WGA_CFW,3,Morphology,GlucanSynInhib,file:///images/5bbc079c-6e91-4ad8-9fe5-a2dd2ba11cba.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,4,CFW,8,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,"Glucans, Chitin",,Fenpro-Prothio-Fenhe,H,48fc0d16-561b-4c1b-a213-3b4e7df1a2e0,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/48fc0d16-561b-4c1b-a213-3b4e7df1a2e0.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,0882609e-b2bc-4721-89bc-d9339467b199,3,NileRed,5,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,E,9727c149-0544-465e-b4f8-9032b8a5ab59,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/9727c149-0544-465e-b4f8-9032b8a5ab59.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,5,NileRed,2,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Lipids,,Azoxy-Bix-Fluop,E,27d8a4ce-e7d6-479d-94d9-6272db27bc2e,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/27d8a4ce-e7d6-479d-94d9-6272db27bc2e.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,858c2a18-8a11-4991-a9db-7c1eab32eba9,3,BrightField,7,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,F,231d0e6d-5621-4e25-8099-26665962b012,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/231d0e6d-5621-4e25-8099-26665962b012.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,5,CFW,5,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,"Glucans, Chitin",,Fenpro-Prothio-Fenhe,G,84f7caf7-440e-463f-9715-58db9346c498,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/84f7caf7-440e-463f-9715-58db9346c498.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,2,CFW,8,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,H,18ec45c6-0359-4498-92ff-a9ed7fd4e030,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/18ec45c6-0359-4498-92ff-a9ed7fd4e030.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,2,BrightField,3,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,,,PolyoxB-Caspo,A,f2766f24-f265-47d5-837a-1c77d024e5ec,BOTRCI,WGA_NileRed_CFW,0,Morphology,FullGerm,file:///images/f2766f24-f265-47d5-837a-1c77d024e5ec.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,2,CFW,8,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,"Glucans, Chitin",,Azoxy-Bix-Fluop,F,887e14c9-ae96-4453-a0f2-ab8670defd2f,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/887e14c9-ae96-4453-a0f2-ab8670defd2f.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,4,NileRed,12,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,G,72da72cc-0e02-45ad-b5a5-0867ee4f5055,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/72da72cc-0e02-45ad-b5a5-0867ee4f5055.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,5,NileRed,10,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,F,21f2ac93-1534-4d15-9f35-f55fce20c71e,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/21f2ac93-1534-4d15-9f35-f55fce20c71e.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,12b063db-40b2-4819-90d4-405d3a70c684,5,NileRed,1,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,A,02bf080c-2968-45c3-98a1-6d902467aac9,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/02bf080c-2968-45c3-98a1-6d902467aac9.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,3,CFW,5,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,E,3d1196d0-a8ff-4263-97cf-98c7e3a78995,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/3d1196d0-a8ff-4263-97cf-98c7e3a78995.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,2,CFW,4,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,A,dade88a5-4dcf-421e-bd87-b1e8d8c0950a,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/dade88a5-4dcf-421e-bd87-b1e8d8c0950a.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c0b1f2b0-864e-44c5-90c9-502ec55219f2,1,BrightField,1,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,C,916b420b-f0d5-4828-8173-6aa51ddbef6f,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/916b420b-f0d5-4828-8173-6aa51ddbef6f.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,083315bb-439d-4ddf-b3db-2dcf9a69fadd,2,CFW,3,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,D,991cbe83-d73e-43de-8bd2-b3d51bda2237,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/991cbe83-d73e-43de-8bd2-b3d51bda2237.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,1,CFW,8,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,A,cd398a91-c87a-4a38-9536-028de5c2e965,BOTRCI,NileRed_WGA_CFW,4,Cell wall,CWswell,file:///images/cd398a91-c87a-4a38-9536-028de5c2e965.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,3,NileRed,2,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Lipids,,Azoxy-Bix-Fluop,A,833c3767-5a3e-46ab-bb10-aa234f807f94,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/833c3767-5a3e-46ab-bb10-aa234f807f94.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,4,BrightField,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,A,7dc754f6-e720-46d9-80a0-7274e3330a5a,BOTRCI,NileRed_WGA_CFW,4,Morphology,GermAgglo,file:///images/7dc754f6-e720-46d9-80a0-7274e3330a5a.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,1,WGA,8,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,D,3eedeb74-38f3-4caf-968c-a8009cac0c60,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/3eedeb74-38f3-4caf-968c-a8009cac0c60.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,7,NileRed,11,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,da638075-c36f-4207-a326-4dda2bbaaf4e,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/da638075-c36f-4207-a326-4dda2bbaaf4e.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,1,WGA,4,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,E,f0efe97c-0420-43d3-aff5-8a2c0d90a2ac,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/f0efe97c-0420-43d3-aff5-8a2c0d90a2ac.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,4,CFW,1,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,A,4b148c06-937b-4fb3-9b9e-447b58de0f47,BOTRCI,NileRed_WGA_CFW,4,Cell wall,CWswell,file:///images/4b148c06-937b-4fb3-9b9e-447b58de0f47.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,2,NileRed,7,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,f940090c-0cc7-46a6-bec1-55137eea61ff,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/f940090c-0cc7-46a6-bec1-55137eea61ff.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,bafda73b-a28e-4ca1-8cbb-3c41b0496e3b,1,WGA,3,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Chitin,,LDtest-DataGen-24h-1,B,7e765d56-46be-458b-9dd4-f1930e83dff0,BOTRCI,NileRed_WGA_CFW,2,Apical cell wall,WGAnoSig,file:///images/7e765d56-46be-458b-9dd4-f1930e83dff0.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,8,NileRed,8,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,68df8df9-cc1b-4924-b3dc-1309d2bf09ad,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/68df8df9-cc1b-4924-b3dc-1309d2bf09ad.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,6,NileRed,6,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,A,40135013-b74f-4b00-92bd-f90b4b17225b,BOTRCI,WGA_NileRed_CFW,0,Lipid,LDdroplets,file:///images/40135013-b74f-4b00-92bd-f90b4b17225b.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,1,NileRed,12,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,D,2e72d255-5008-4db9-9249-e2e428710b3d,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/2e72d255-5008-4db9-9249-e2e428710b3d.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,d29d8a85-b3a9-4eb5-82cf-165c736bd650,4,BrightField,9,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,D,1ddda388-1b47-429d-95db-4bf6bbc3c6c6,BOTRCI,NileRed_WGA_CFW,0,Morphology,FullGerm,file:///images/1ddda388-1b47-429d-95db-4bf6bbc3c6c6.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,1,NileRed,5,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,C,6bffc81e-3356-4623-9abe-f5007e846731,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/6bffc81e-3356-4623-9abe-f5007e846731.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,9,CFW,11,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,A,d0ce3550-315c-4072-8fe0-174fb019a5a3,BOTRCI,NileRed_WGA_CFW,4,Cell wall,CWswell,file:///images/d0ce3550-315c-4072-8fe0-174fb019a5a3.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,083315bb-439d-4ddf-b3db-2dcf9a69fadd,4,CFW,3,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,D,86747ba2-ada5-4ae8-b33b-47d415691ea1,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/86747ba2-ada5-4ae8-b33b-47d415691ea1.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,4,BrightField,6,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,,,Fenpro-Prothio-Fenhe,D,007ff7a3-14fb-4d05-a2a5-908a597f28e2,BOTRCI,WGA_NileRed_CFW,0,Morphology,FullGerm,file:///images/007ff7a3-14fb-4d05-a2a5-908a597f28e2.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,4,NileRed,11,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,4835c9c1-9152-4c45-8cc3-6e34df8c5d28,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/4835c9c1-9152-4c45-8cc3-6e34df8c5d28.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,1,WGA,6,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,D,801c8c31-83f8-4923-9397-bfe0226a8050,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/801c8c31-83f8-4923-9397-bfe0226a8050.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,5,NileRed,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,C,bcc09ef6-d1f5-44e8-b703-f937ad96a930,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/bcc09ef6-d1f5-44e8-b703-f937ad96a930.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,2,NileRed,6,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,E,48a9f1b3-a243-430e-a33f-7cb98f0818dd,BOTRCI,WGA_NileRed_CFW,0,Lipid,LDdroplets,file:///images/48a9f1b3-a243-430e-a33f-7cb98f0818dd.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,1,NileRed,7,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Lipids,,Azoxy-Bix-Fluop,A,06da2e43-f378-4627-9366-a3fe4855b9af,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/06da2e43-f378-4627-9366-a3fe4855b9af.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,6,BrightField,8,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,,,Fenpro-Prothio-Fenhe,H,ea18aa00-deac-4637-b99c-7ac24327e3cf,BOTRCI,WGA_NileRed_CFW,0,Morphology,FullGerm,file:///images/ea18aa00-deac-4637-b99c-7ac24327e3cf.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,3,BrightField,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,C,f04468b9-f1f5-4151-83b7-dd15af398a69,BOTRCI,NileRed_WGA_CFW,5,Morphology,SBI1,file:///images/f04468b9-f1f5-4151-83b7-dd15af398a69.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,4,BrightField,11,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,C,3deaead3-ff51-48c4-a723-29d520ac0f04,BOTRCI,NileRed_WGA_CFW,5,Morphology,SBI1,file:///images/3deaead3-ff51-48c4-a723-29d520ac0f04.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,a97a699c-b45a-4a62-8067-d243c877bdd7,7,NileRed,6,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,H,9d284190-914a-4a36-a839-10e634f8da16,BOTRCI,NileRed_WGA_CFW,0,Lipid,LDdroplets,file:///images/9d284190-914a-4a36-a839-10e634f8da16.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,3,NileRed,11,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,e077b716-4192-40a4-9cdc-953cda3d9678,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/e077b716-4192-40a4-9cdc-953cda3d9678.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,6,BrightField,8,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,,,Azoxy-Bix-Fluop,C,42b8382c-8084-43c6-9aa6-0000a23f80a7,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/42b8382c-8084-43c6-9aa6-0000a23f80a7.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,1,NileRed,10,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,H,9c403592-32f1-4cb5-8a5c-2ca58cc8a19c,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/9c403592-32f1-4cb5-8a5c-2ca58cc8a19c.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,2,BrightField,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,A,53285436-23dc-48e4-a485-2bddf4c9b5ee,BOTRCI,NileRed_WGA_CFW,4,Morphology,GermAgglo,file:///images/53285436-23dc-48e4-a485-2bddf4c9b5ee.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,4,WGA,5,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,H,efc0d737-38b8-40e9-bd44-0cf4a10fc901,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/efc0d737-38b8-40e9-bd44-0cf4a10fc901.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,5,NileRed,9,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,B,825b7dfd-8c4d-4e35-9b20-ea0aca3f221c,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/825b7dfd-8c4d-4e35-9b20-ea0aca3f221c.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,4,NileRed,9,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,C,bf086ae5-59f7-47f4-9dab-ecef2680c166,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/bf086ae5-59f7-47f4-9dab-ecef2680c166.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,d146a7fa-30d7-49d9-9de3-d44bf885b82d,6,CFW,4,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,B,8fedd0fb-1fb2-45ea-9623-3b0335a4e566,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/8fedd0fb-1fb2-45ea-9623-3b0335a4e566.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,9a9b0f1e-135c-48ef-9d72-5afb35bd4952,4,WGA,6,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,G,2a9587b0-1f07-4f76-9686-a43885ba745f,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/2a9587b0-1f07-4f76-9686-a43885ba745f.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,7,CFW,5,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,C,d0a6dbca-cced-4393-8fd5-fc1d3cfd3ac1,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/d0a6dbca-cced-4393-8fd5-fc1d3cfd3ac1.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,d29d8a85-b3a9-4eb5-82cf-165c736bd650,5,CFW,5,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,D,085e9ced-71f9-4031-9ec4-b4da21501201,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/085e9ced-71f9-4031-9ec4-b4da21501201.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,4,CFW,2,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,E,b5e812b8-f51b-484d-89f8-0c4bdca0a3e5,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/b5e812b8-f51b-484d-89f8-0c4bdca0a3e5.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,6,WGA,6,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,E,6e88b96a-54d3-44ce-b2bb-409f1717d753,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/6e88b96a-54d3-44ce-b2bb-409f1717d753.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,1,CFW,1,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,E,88c908cd-dd0d-4edd-8860-b1cd313a6076,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/88c908cd-dd0d-4edd-8860-b1cd313a6076.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,bafda73b-a28e-4ca1-8cbb-3c41b0496e3b,3,CFW,4,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,B,52c40e6e-9079-49b2-86c6-52ea87c1484d,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/52c40e6e-9079-49b2-86c6-52ea87c1484d.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,858c2a18-8a11-4991-a9db-7c1eab32eba9,4,NileRed,8,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,F,4f9778ec-d9b2-4adc-b1d6-f108e1e9a2dc,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/4f9778ec-d9b2-4adc-b1d6-f108e1e9a2dc.tif
